ru,w,pɪrɪdrəbɪt,передробить
ko,w,kopʰuɾida,고푸리다
eo,w,ɡalinaɡido,galinagido
ent,w,alpisto,alpisto
sh,w,plâuzibilno,plauzibilno
sh,w,kûzu,kuzu
eo,r,pendoseruro,pendoseruro
ar,w,tadʒnusu,تَجْنُسُ
es,w,ʝak,yak
it,w,pazol,puzzle
zh,r,解劝,tɕiɛ˨˩˦tɕyan˥˩
zh,r,终审,tʂuŋ˥˥ʂən˨˩˦
it,r,glorioso,ɡlorjoso
ent,w,elefantido,elefantido
fro,r,omozigot,omoziɡɔt
fro,r,légalizat,leɡalizat
ko,r,소매가격,sʰomeɡaɡjʌ̹k̚
fr,r,empatouillés,ɑ̃patuje
ru,r,переваливший,pɪrɪvəlɪfʂɨj
ru,r,лотошник,lətəʂnɪk
ru,r,мономанка,mənəmənkə
ent,r,konsideri,konsideri
tr,r,açtırdı,atʃtɯrdɯ
ar,w,ħusˤinuːaː,حُصِّنُوْا
es,w,tɾanspiɾenajkas,transpirenaicas
sh,r,benedikcional,benediktsiǒnal
ar,w,tasʕiːr,تَسْعِيْرة
eno,w,hirtiɡi,ʃxʒxjjp
ru,w,ʂəlɨɡənɪɕɪj,шалыганящий
tr,r,cezalara,dʒezaɫaɾa
fr,r,révérend,ʁeveʁɑ̃
tr,r,divane,divanɛ
en,r,abortion,əbɔɹʃn
fi,r,polut,polut
br,w,ɡɥɛltru,gweltroù
fr,r,ruthénisés,ʁytenize
fr,r,encouturerai,ɑ̃kutyʁəʁe
en,r,overwhelmed,əʊvəwɛlmd
fi,w,aitaverkːo,aitaverkko
fro,r,mégakolõ,meɡakolɔ̃
zh,w,tou˥˩tʂʅ˥˩,斗智
ent,r,fumumate,fumumate
nl,w,pɑsəxs,passechs
ar,r,أُطْلَقُ,ʔutˤlaqu
de,r,schnieke,ʃnikə
pt,w,ɡɔdu,godo
fr,r,déminéraliserez,demineʁalizəʁe
fr,r,commercialisa,kɔmɛʁsjaliza
ru,w,təksɪrəfɕɪk,таксировщик
fr,r,boncherons,bɔ̃ʃəʁɔ̃
nl,r,wijsheidstand,wɛishɛitstɑnt
ru,w,prɪdʊmɕɪk,придумщик
ko,w,tɕwau,좌우
zh,r,电学,tiɛn˥˩ɕyɛ˧˥
eo,r,reproduktate,reproduktate
eno,w,kanadano,umprmanu
de,r,dreieckes,dʁaɪɛkəs
es,w,elastikamente,elásticamente
it,w,multidiʃʃiplinare,multidisciplinare
br,w,sifɛrn,sifern
ru,r,незатененный,nɪzətɪnɪnɨj
fr,w,ʁətʁɑ̃zitəʁa,retransiteras
nl,r,hyperonymie,hipəronimi
ko,w,s͈abuɾaŋs͈abuɾaŋ,싸부랑싸부랑
br,r,seveniñ,sevẽnĩ
fro,w,depʁimɛ,déprimè
ko,r,싹둑싹둑,s͈ak̚t͈uks͈ak̚t͈uk̚
ent,w,spetsifate,spetsifate
br,r,laouenajec'h,lɔwenɑʒex
ru,r,прегрязно,prɪɡrɪznə
eo,w,patrino,patrino
eo,r,efiki,efiki
fro,w,deblœʃas,débleças
fro,r,regövèrnè,ʁəɡuvɛʁnɛ
es,r,adufes,aðufes
br,r,louetoc'h,luetɔx
br,r,sec'het,seɣet
fro,w,adɔlɛsɑ̃tizɑ̃,adolèsãtizã
zh,w,mu˨˩˦y˨˩˦,母语
nl,w,klɑslozə,klasloze
sh,w,zajědati,zajedati
en,r,deceptive,dɪsɛptɪv
sh,w,mǎjdan,majdan
nl,r,lapsjwantsen,lapʃwɑntsən
fr,w,ʁəpɔ̃tifiʁɔ̃,repontifieront
zh,w,ɕyan˧˥ia˧˥,悬崖
eo,r,klavaro,klavaro
ar,w,sakannaː,سَكَنْنَا
ent,r,tropeolo,tropeolo
eo,r,peruano,peruano
ru,r,софинансировать,səfɪnənsɪrəvət
sh,r,čupavac,tʃûpaʋats
ar,r,موجه,mwdʒh
fro,w,ɛspɛ̃ʃɛ,èspĩçè
pt,r,sustentável,suʃtẽtavɛɫ
pt,w,kɐtuRaɾ,caturrar
de,w,ʃvaŋɐʃaftsapbʁʊxəs,schwangerschaftsabbruches
ru,w,dɪəzət,диазот
br,w,ãnvɛx,anvec'h
br,w,stydi,studi
ar,r,عُرِّضَتَا,ʕuridˤataː
eno,w,absolvopredʒo,vkbbuviwɡljlʃ
sh,w,xouse,house
es,w,lokulos,lóculos
zh,w,kaŋ˥˥tʂʅ˧˥,刚直
zh,w,ʐən˧˥tʂəŋ˥˥,人称
ko,w,kjʌ̹ŋdʑakʰada,경작하다
pt,r,construir,kõʃtɾuiɾ
fi,r,pusutauti,pusutautɪ
pt,w,ẽkɐɾnɐsɐ̃w̃,encarnação
fi,r,seksitön,seksɪtøn
fro,w,ʁeaʁtifisjalizəʁe,réartifisyalizeré
sh,r,uštapljivati,uʃtapʎǐʋati
fro,w,ideɔɡʁafik,idéografik
br,r,morailhet,moraʎet
es,w,embuʎo,embullo
en,r,irrigate,ɪɹəɡeɪt
nl,r,chips,tʃɪps
fi,w,kummɪlapsɪ,kummilapsi
sh,r,nadigravati,nadiɡrǎʋati
en,w,puː,poo
ar,w,tusˤadiru,تُصَدِّرُ
es,w,relatiβos,relativos
en,r,trover,tɹəʊvə
nl,r,bewounes,bəwɑunəs
br,r,suter,sytɛr
ko,w,tedʑaŋdʑaŋi,대장장이
fi,r,indeksiosuusrahasto,indeksiosuːsrahasto
eo,w,judʒisto,juĝisto
fr,w,pɔlisizəʁe,polliciserez
nl,w,ɣɛik,gijk
br,r,tridi,tridi
fro,w,ɛʁmwaz,èrmwaz
fr,r,antinomisent,ɑ̃tinɔmiz
fro,w,devəlutasjɔ̃,dévelötasyõ
fi,r,ehättää,ehætːæː
fi,w,kissaŋkello,kissankello
ent,w,nanovolto,nanovolto
ko,w,pjʌ̹ɭɡwan,별관
ru,r,простирать,prəstɪrət
en,r,whored,hɔːd
eo,r,neantaŭvidita,neantawvidita
de,r,weiterwissend,vaɪtɐvɪsnt
fro,w,ʁepenalizasjɔ̃,répénalizasyõ
fr,w,dezɛməʁɛ,désaimerais
it,r,graticcio,ɡratitʧo
de,r,conchierendem,kɔnçiʁəndəm
ent,w,kontsentrejo,kontsentrejo
pt,w,ɔʃtjɔpuɾɔzɨ,osteoporose
sh,r,spor,spôr
ko,w,kjodʑʌ̹nbʌ̹p̚k͈ju,교전법규
sh,w,xǒkej,hokej
de,w,masttiɐs,masttiers
fi,w,nokɪpuː,nokipuu
en,w,əbæʃləsli,abashlessly
zh,w,tan˧˥tsɿ,坛子
eo,w,aperiɡinte,aperiginte
es,w,ɲaŋɡaɾa,ñangara
ent,w,defrawdite,defrawdite
ar,r,خُرِقْنَ,xuriqna
zh,w,tɕyɛ˥˩,阕
de,w,naxtsubəhandln,nachzubehandeln
zh,w,tʂuan˥˥tʂuo˧˥,穿着
eno,w,heroldite,mekranfbs
nl,r,belanghebbend,bəlɑŋhɛbənt
zh,w,piŋ˥˩liɛ˥˩,并列
zh,r,背鳍,pei˥˩tɕi˧˥
es,r,calofriarse,kalofɾjaɾse
ru,w,zdəɪvətsə,сдаиваться
ru,r,загнусавивший,zəɡnʊsəvɪfʂɨj
ru,r,литера,lɪtɪrə
ko,w,misʰubʌ̹m,미수범
sh,w,anɡiosklerǒza,angioskleroza
ar,w,ʕaqala,عَقَّلَ
fi,w,rællæstæen,rällästäen
ru,w,ɨkvəjrɪnɡəvɨj,эквайринговый
eo,r,baptonte,baptonte
br,w,rãnas,rannas
fro,w,ʁeaʃaʁnas,réaçarnas
it,w,atopia,atopia
es,r,invernal,imbeɾnal
es,r,remolón,remolon
ar,w,tuʃdʒaraː,تُشْجَرَا
fro,r,tablètyõ,tablɛtjɔ̃
sh,r,ukrepa,ûkrepa
ar,r,تَرْميم,tarmjm
fr,r,cataniserai,katanizəʁe
sh,r,litosferni,litǒsferni
ru,w,prɪmɪnətsə,приминаться
zh,w,kuan˥˥tɕia˥˩,官价
fi,r,vängäten,væŋŋæten
ar,r,يُعَمِّلُوْنَ,juʕamiluːna
ru,r,заовалить,zɐɐvəlɪt
en,w,bɪtkɔɪn,bitcoin
fi,w,væːrɪn,väärin
it,w,sanɡwinare,sanguinare
eno,r,ʃmʃhkoeʒ,traɡliti
fro,r,noktaryom,nɔktaʁjɔm
zh,w,liɛn˧˥ʂu˨˩˦,联署
zh,w,xuan˨˩˦ɕiŋ˧˥,缓刑
es,w,blokaɾ,blocar
ko,w,sʰaʌ̹pʰweɡje,사업회계
es,r,laguna,laɣuna
fi,w,hikoiltu,hikoiltu
de,w,naxɡətʁaɡənəs,nachgetragenes
pt,r,caseiro,kɐzɐjɾu
es,r,apampichar,apampitʃaɾ
br,w,kartu,kartoù
eno,w,senfoliidʒi,xʃbisiebhjz
eo,w,restariɡante,restarigante
eo,w,rilati,rilati
ent,w,dʒibulo,dʒibulo
en,r,trochee,tɹəʊki
ru,r,габбродолерит,ɡəbrədəlɪrɪt
en,r,tasing,teɪzɪŋ
fr,w,pʁɔfitabilizas,profitabilisassent
ent,r,frandante,frandante
fi,r,saali,saːlɪ
sh,r,zastakliti,zastǎkliti
en,r,neg,nɛɡ
es,r,corrugar,koruɣaɾ
fro,w,pɔpɔte,popoté
ko,r,락랑,ɾaŋnaŋ
tr,r,dağıtacaksınız,daɯtadʒaksɯnɯz
ar,w,seɪasti,سَيَّسْتِ
de,w,aptsɛlə,abzähle
pt,r,adjacente,ɐdʒɐsẽtɨ
fr,w,ɔdɔʁifɛʁ,odorifère
br,r,strolladoù,strɔlɑdu
sh,w,prêpreka,prepreka
zh,w,sɿ˥˥tʂu˥˩,私处
eo,w,senakvidʒonte,senakviĝonte
br,w,juɣãn,youc'han
en,r,manageress,mænɪdʒəɹɛs
de,w,bəzɪçɐn,besichern
sh,r,istančan,îstantʃan
it,w,vinkolante,vincolante
fr,r,dansotant,dɑ̃sɔtɑ̃
eno,r,uuphf,fulmo
es,w,boɾðo,bordo
eno,w,ɡirlandonte,jehfvuxoɡso
pt,r,mecha,mɛʃɐ
es,r,descomulgar,deskomulɡar
nl,w,dijaprojɛktorən,diaprojectoren
br,w,test,test
br,r,kefridioù,kefridiu
ko,r,중사,tɕuŋsʰa
en,r,redid,ɹidɪd
ar,w,juqamisˤuːaː,يُقَمِّصُوْا
ar,w,tasbutuːna,تَسْبُتُوْنَ
tr,r,kötülemeyecek,cœtylemejedʒɛk
ru,w,rəzmɪʂɨvəjɪmɨj,размешиваемый
fro,r,rafutera,ʁafytəʁa
ar,r,يَحْدُثُوْا,jaħduθuːaː
ar,r,ل,l
pt,r,montanhista,mõtɐɲiʃtɐ
eno,w,adaptado,ʃaaɡmwrl
de,r,gehröcken,ɡeʁœkn
pt,r,etimologia,itimuluʒiɐ
pt,r,parecer,pɐɾɨseɾ
fi,w,haːrautuva,haarautuva
fr,w,ɛ̃dystʁijalizəʁjɔ̃,industrialiserions
sh,r,izrelativizirati,izrelatiʋizǐrati
nl,r,secundair,səkʏndɛːr
fro,r,kõjwi,kɔ̃ʒwi
sh,w,zasʎěpʎiʋ,zasljepljiv
de,r,überdecket,ybɐdɛkət
es,w,rekjabtaɾ,requiabtar
ar,w,kaːsiduːn,كَاسِدُوْن
br,w,dilɑbur,dilabour
ko,w,kjʌ̹ŋɡwan,경관
eno,w,printempa,deljɡɡsdʃ
ent,w,elektote,elektote
ru,w,nɪstəjkəst,нестойкость
br,w,tuɡɛr,touger
fi,r,vokotella,vokotella
ru,r,полуприцеп,pəlʊprɪtsɨp
br,r,strujusat,stryʒysat
eo,r,montriĝi,montridʒi
eno,r,aexslmvb,fluɡante
pt,r,húmido,umidu
ko,w,hansʰum,한숨
ru,w,ʊsəʐɨvəjɪmɨj,усаживаемый
ru,r,скоропостижный,skərəpəstɪʐnɨj
fr,w,ʁeamɔʁsəʁe,réamorcerez
sh,r,osjetiti,ǒsjetiti
ar,w,wahb,وَهْب
it,r,rincrescevolmente,rinkreʃʃevolmente
nl,r,gegeilkend,ɣəɣɛilkənt
es,r,adenoideos,aðenojðeos
sh,w,puʃkǎrati,puškarati
pt,w,dɨtɨɾminɐsɐ̃w̃,determinação
eo,w,finɡrumi,fingrumi
ent,r,pliritʃiɡote,pliritʃiɡote
fr,r,décochées,dekɔʃe
sh,r,dosje,dǒsje
pt,w,tɾɐmaɾ,tramar
fi,w,mielekæs,mielekäs
de,r,gustiösere,ɡʊstiøzəʁə
eno,w,konsonanto,ɡnlhxoʃɡxi
it,w,borɡata,borgata
fro,w,ʁeɔnɔʁam,réonoram
eo,w,flaronte,flaronte
sh,r,relevantnost,releʋǎntnost
pt,r,multar,muɫtaɾ
ent,w,ɡeumi,ɡeumi
fr,w,ɛ̃pylsjɔ̃,impulsion
eno,r,xweixjvrb,somerdomo
eo,r,matro,matro
tr,w,tɛrtɪpsɪz,tertipsiz
de,r,emmendingens,ɛməndɪŋəns
pt,r,ressequir,Rɨsɨkiɾ
br,r,didamallout,didãmalut
ko,w,kaɭʎimɡiɭ,갈림길
de,w,paʒnkɔpfəs,pagenkopfes
fi,w,sopɪmatːomampɪna,sopimattomampina
eno,w,sorbinte,mrlpxxph
eno,w,absorbidʒonte,borutiawwaxbi
ru,r,продукт,prədʊkt
ru,w,sɪməfərɪfʂɨj,семафоривший
fro,w,ɑ̃putʁəʁi,ãpötreri
tr,r,kekelemiyoruz,cecelemijoɾʊz
ko,w,tɕubu,주부
fro,w,sɔlytʁeanizasjɔ̃,solutréanizasyõ
eo,w,reriɡardite,rerigardite
eo,r,vojbordero,vojbordero
nl,r,puntmutatie,pʏntmytatsi
nl,r,sleuteltjes,sløtɔɫcəs
ent,w,klonate,klonate
ko,r,발열제,paɾjʌ̹ɭdʑe
fi,r,taskubilis,taskubɪlɪs
sh,r,uzvratan,ûzʋratan
eo,w,severa,severa
de,r,wohnungsmärkten,vonʊŋsmɛʁktn
fr,r,débouchés,debuʃe
fro,r,dézadopté,dezadɔpte
fro,r,maçikotyé,maʃikɔtje
br,r,biñserez,bĩseres
sh,r,čaraparstvo,tʃarapǎrstʋo
eno,r,koerɡpʒus,saksofono
nl,r,opgaand,ɔpχant
es,w,mosketa,mosqueta
en,r,defocused,diːfəʊkəst
ko,r,급수전,kɯps͈udʑʌ̹n
zh,w,pi˥˥uən˥˩,逼问
tr,r,boyana,bojana
eno,w,preninte,uztolund
eo,r,interfianĉiĝante,interfiantʃidʒante
ko,w,tɕ͈aɭk͈omtɕ͈aɭk͈omɦada,짤꼼짤꼼하다
fro,w,otopɛʁtyʁbat,otopèrturbat
eno,w,amikidʒante,snuɡmrbobsx
it,r,ognuno,oɲɲuno
ko,r,구절양장,kudʑʌ̹ɾjaŋdʑaŋ
es,r,cuento,kwento
ar,r,صَرَّخْتُمَا,sˤaraxtumaː
ko,w,mik͈uɾadʑi,미꾸라지
ent,r,variablo,variablo
fi,w,lukulaite,lukulaite
ru,w,xɪzət,хезать
pt,r,capacho,kɐpaʃu
fr,r,remontréalisés,ʁəmɔ̃ʁealize
ko,r,근초고왕,kɯntɕʰoɡowaŋ
ent,r,depeʃite,depeʃite
fi,w,liːkahtaen,liikahtaen
pt,w,Rɨviɡuɾɐ̃tɨ,revigorante
ar,w,ʔaħkaːm,أَحْكَام
en,r,cymbalist,sɪmbəlɪst
fro,r,trétwar,tʁetwaʁ
de,r,werksleitung,vɛʁkslaɪtʊŋ
en,r,shofar,ʃəʊfə
de,w,hʊnɪs,hunnis
ko,w,kʌ̹pʰutʰada,거풋하다
fro,w,slaviza,slaviza
ru,r,ссыпка,sɨpkə
zh,r,长袖,tʂaŋ˧˥ɕiəu˥˩
ent,w,premfiksi,premfiksi
ko,r,도도하다,todoɦada
it,w,krɔtalo,crotalo
eo,w,reɡajni,regajni
br,w,biãnɑt,bihanaat
fro,r,rãsemãsè,ʁɑ̃səmɑ̃sɛ
eo,r,proviantado,proviantado
sh,w,nâtanko,natanko
it,w,ɛwstatiko,eustatico
fr,w,ʒɛʁəʁa,gèrera
pt,w,Rumɐniku,românico
en,w,pəʊɪtɹi,poetry
nl,w,dajonəm,dajonem
ar,w,radidiː,رَدِّدِيْ
ru,r,констатируемый,kənstətɪrʊjɪmɨj
ar,w,tuðˤarafna,تُظَرَّفْنَ
fro,r,détyaram,detjaʁam
fro,r,reblözerè,ʁəbluzəʁɛ
fi,w,ruskopyrstøkolibrɪ,ruskopyrstökolibri
br,w,bruezã,brouezañ
ru,r,наносить,nənəsɪt
zh,r,蝙鱼,piɛn˥˥y˧˥
fro,w,ʁasteʁize,rastérizé
sh,r,ibadullah,ibadǔllax
ar,w,taɣduriː,تَغْدُرِيْ
nl,r,chassidische,χɑsidisə
fr,r,remicroniseront,ʁəmikʁonizəʁɔ̃
en,r,appeal,əpiːl
pt,w,aʃtɾɔfiziku,astrofísico
eo,w,ekrimarki,ekrimarki
ru,w,prəlɪtsɨnzɪrəvəfʂɨ,пролицензировавши
br,r,doganezed,doɡãnezet
eo,r,malgluiĝinte,malɡluidʒinte
ent,w,disʒetate,disʒetate
br,w,fesɔ̃nĩ,fesoniñ
en,r,nine,naɪn
de,r,borstigerer,bɔʁstɪɡəʁɐ
eo,r,endanĝerigi,endandʒeriɡi
tr,w,ɪstɛttɪrmejedʒɛksinɪz,istettirmeyeceksiniz
fi,w,apollonlaːkerɪt,apollonlaakerit
es,w,estɾesaðisimo,estresadísimo
eno,r,jdfjzoepv,ɡvidadote
de,w,hʊndəʃlɪtnʁɛnəns,hundeschlittenrennens
ru,r,привадиться,prɪvədɪtsə
ar,r,شَارِع,ʃaːriʕ
fr,r,cloctais,klɔktɛ
eno,w,korkonte,aiboxtʒb
sh,r,štovateljičin,ʃtoʋatěʎitʃin
ent,w,plenidʒi,plenidʒi
en,r,prescious,pɹɛsiəs
sh,w,tǐfanski,tifanski
ru,w,məzəlɕɪtsə,мазальщица
fi,r,vanhurskaus,vanhurskaus
sh,w,trǒʋateʎski,trovateljski
fro,r,dézékraza,dezekʁaza
ent,r,elʃrankidʒante,elʃrankidʒante
fro,w,ʁətaʁifja,retarifya
fi,w,terævæsanaisuːs,teräväsanaisuus
ent,r,virblato,virblato
es,w,detentaɾ,detentar
nl,r,koepelkerkjes,kupəɫkɛrkjəs
eo,w,asesoro,asesoro
eo,r,viskio,viskio
fi,w,refla,refla
de,r,garten,ɡaʁtn
es,w,lje,lie
ko,r,마찰층,matɕʰaɭtɕʰɯŋ
br,w,ɡwestlidi,gouestlidi
fro,r,redéstrèsas,ʁədestʁɛsas
fr,r,organoscopie,ɔʁɡanoskɔpi
br,w,ɡɥiɡurɑdɛn,gwigouradenn
zh,w,tʂʅ˥˩,贽
fr,w,ʁeafliʒa,réaffligea
ko,w,pek̚k͈wasʰadʑʌ̹n,백과사전
pt,r,praxe,pɾaʃɨ
ar,r,صَفِيْر,sˤafiːr
eno,w,batalanto,wduzejems
nl,r,epoques,epɔks
ent,w,senhava,senhava
es,r,tabacal,taβakal
br,r,yudfes,jytfes
de,w,ʊntɐɡəʃtandənən,untergestandenen
en,w,əbi,abe
tr,w,bilinemɛz,bilinemez
de,r,gesteckt,ɡəʃtɛkt
en,w,kɛɹəɹuː,kereru
br,w,sẽmpli,sempli
fr,w,dezɛ̃stɑ̃sje,désinstanciai
fi,r,lamaannuttaen,lamaːnnutːaen
tr,r,mubah,mubah
fro,w,ɡaljɔt,galyot
fi,w,tilɪntarkastusyhteisø,tilintarkastusyhteisö
nl,r,onderontwikkeldheid,ɔndərɔntʋɪkəltɦɛɪt
br,r,broiz,brois
nl,w,prosɛs,proces
ar,w,ħuliqtum,حُلِّقْتُمْ
fr,w,ɡʁɛzəʁe,gréserez
fi,w,valkovatsahempːo,valkovatsahemppo
ko,r,오보록이,oboɾoɡi
sh,r,suflirati,suflǐrati
ar,r,مَوْسُوْعَة,maʊsuːʕa
eno,w,aɡlomeridʒonte,hpvbfbtrmvoazu
tr,w,kɔdɫama,kodlama
fro,w,tutsizɑ̃,tötsizã
fi,w,borduna,borduna
fr,w,sakaʁinam,saccarinâmes
fro,w,alteʁalɔʒi,altéraloji
sh,r,neuropatolog,neuropatǒloɡ
nl,r,valt,vɑɫt
eno,r,hxjʒdʒ,koʃera
ko,w,pʌ̹k̚tɕ͈ʌ̹k̚k͈ʌ̹ɾida,벅적거리다
zh,r,殚力,tan˥˥li˥˩
eno,r,dbvwʃaplɡzw,karabenisto
br,r,aelez,ɛles
ar,w,juːatˤanaː,يُوَطَّنَا
nl,r,domesticeren,domɛstiserən
ko,r,교전권,kjodʑʌ̹nɡwʌ̹n
tr,w,biɾicedʒejɪz,birikeceğiz
sh,r,prorešetavati,proreʃetǎʋati
eno,w,distrikto,nrlʒrxebz
sh,w,ɡrǎbroʋ,grabrov
ent,w,bruliɡote,bruliɡote
fro,r,démisyonyõ,demisjɔnjɔ̃
ko,r,케첩,kʰetɕʰʌ̹p̚
sh,w,biblioterǎpija,biblioterapija
br,r,peuront,pørɔ̃ɲt
br,w,mɔrzɔl,morzhol
it,r,ornitologia,ornitoloʤia
es,w,ando,ominando
zh,r,醣类,taŋ˧˥lei˥˩
ent,r,finleɡinte,finleɡinte
es,w,ministɾa,ministra
tr,r,kötüleştirmiyor,cœtylɛʃtɪrmijɔr
eo,r,egido,eɡido
zh,r,弯曲,uan˥˥tɕy˥˥
it,r,comminare,komminare
br,r,kildreiñ,kildrɛĩ
nl,w,deprɛsif,depressief
it,w,kalka,calca
ru,w,pɪrɪkətɪt,перекатить
fro,r,revog,ʁəvɔɡ
ent,r,azeniɡante,azeniɡante
eo,w,hezitiɡate,hezitigate
de,r,penetrantesten,penetʁantəstn
ent,w,dramiɡate,dramiɡate
es,w,kawseo,causeo
ko,r,덜거덕덜거덕,tʌ̹ɭɡʌ̹dʌ̹k̚t͈ʌ̹ɭɡʌ̹dʌ̹k̚
pt,w,vɨlɔʃ,veloz
sh,w,kônatiʋan,konativan
es,w,silaβikas,silábicas
nl,w,tœyl,tuil
eno,r,nzflmrth,pianisto
en,w,æməkɹɪn,amacrine
en,w,nəʊtɔːnɪs,notornis
nl,w,ɣrɑmpositif,grampositief
eo,r,hipnotiginte,hipnotiɡinte
ru,w,ɡərbətɪf,горбатев
es,r,mojar,moxaɾ
fi,r,nappulaton,napːulaton
de,w,ɛntɛɐɡepnɪsəs,endergebnisses
br,w,dwaretɛr,doaretaer
eno,r,tlhʒvblzwʃiʃp,awskultantino
fr,r,accrussent,akʁys
en,r,order,ɔːdə
fro,w,ʁədelase,redélasé
fro,w,ʁəkastəʁje,rekasteryé
fi,r,kässä,kæssæ
it,w,kastone,castone
it,r,radioabbonato,radjoabbonato
sh,w,dǒpuʃten,dopušten
en,w,pleɪsmənt,placement
en,r,corniche,kɔːɹniːʃ
tr,w,fɯrtʃaɫandɯk,fırçalandık
fr,w,inɔkyla,inocula
tr,w,kaɫtʃɯndʒɯ,kalçıncı
nl,r,gloeilamp,ɣluilɑmp
fr,w,dezasjɛʒəʁɛ,désassiègerais
zh,w,pan˧˥tʂuan˥˥,盘川
fi,r,korallipuumedestäjä,korallɪpuːmedestæjæ
zh,r,出卖,tʂu˥˥mai˥˩
fi,w,mustahaikara,mustahaikara
en,w,maɪkɹɒn,micron
eno,r,masxpbd,jarmilo
en,w,pæljɑːs,palliasse
zh,r,烘笼,xuŋ˥˥luŋ˧˥
zh,r,圆心,yan˧˥ɕin˥˥
en,r,tesla,tɛslə
eno,r,mɡtandɡ,obeluso
eno,r,jpeflnezzbmxm,kamerunanitʃo
nl,w,kɑntkukən,kantkoeken
eno,r,zsapnjdk,fuorteto
es,r,amarraje,amaraxe
br,w,mirɔt,mirot
eo,r,fresko,fresko
tr,r,köpürmüşüm,cœpørmyʃøm
fr,w,syʁmaʁʒinaliza,surmarginalisas
fr,r,désalignements,dezaliəɲmɑ̃
en,r,oppugn,əpjuːn
es,w,lisonxeɾamente,lisonjeramente
fi,w,herkutellut,herkutellut
br,r,funiañ,fỹnjã
ru,w,nəvɪsɪfʂɨs,навесившись
eno,w,lubrikate,mdfrzfwfv
ar,r,يُخْبَرُوْا,juxbaruːaː
ko,w,ɸwe,홰
fr,w,kotʁɑ̃sfɛkte,cotransfectés
zh,r,幂,mi˥˩
fi,r,hävitä,hævɪtæ
it,r,eseguibile,ezeɡwibile
es,r,cafiolo,kafjolo
nl,w,flɛsənvərzaməlar,flessenverzamelaar
de,w,idiozʏnkʁatɪʃ,idiosynkratisch
pt,r,derivação,dɨɾivɐsɐ̃w̃
sh,w,emotǐʋats,emotivac
fi,r,töyhtöiibis,tøyhtøiːbɪs
de,r,glaubhafteste,ɡlaʊphaftəstə
en,r,baldaquin,bældəkɪn
eno,w,atʃetkontrakto,puhvwʒiutfxvhz
es,r,ano,ano
en,w,dɪsəpɪəd,disappeared
nl,r,verandering,vərɑndərɪŋ
br,w,fylɛnu,fulennoù
br,w,blazata,blazata
zh,r,骧,ɕiɑŋ˥˥
en,r,warm,wɔɹm
it,r,baite,baite
fr,w,ʁəɡɑ̃s,reganse
zh,w,nuŋ˧˥pau˥˩,脓泡
tr,r,daldırttınız,daɫdɯrttɯnɯz
br,w,kosajo,koshaio
ko,r,제안자,tɕeandʑa
br,r,jubenn,ʒybɛn
pt,w,ʒaz,jazz
es,w,leoneses,leoneses
eo,r,flagi,flaɡi
fro,r,ralõjas,ʁalɔ̃ʒas
it,w,kwalifikato,qualificato
es,r,abaleable,aβaleaβle
ko,w,kodʑiɕʰikʰada,고지식하다
ar,r,تُوَلَّدُ,tuːaladu
eno,w,smuzio,ttʒmwk
zh,w,tʂu˨˩˦tʂʅ˥˩,处置
de,r,wegzulotsendes,vɛktsulotsndəs
